,Unnamed: 0,city,hazard,service,ethnicity,distance,pop_perc_cum,pop_perc
3602,3602,houston,base,supermarket,all,1.295372,37.51717488,19.67198694
3603,3603,houston,base,supermarket,all,1.943058,54.93027542,17.41310053
3604,3604,houston,base,supermarket,all,2.590744,67.73018374,12.79990832
3605,3605,houston,base,supermarket,all,3.23843,76.98024586,9.250062126
3606,3606,houston,base,supermarket,all,3.886116,83.1358115,6.155565639
3607,3607,houston,base,supermarket,all,4.533802,87.72583916,4.590027658
3608,3608,houston,base,supermarket,all,5.181488,91.04306237,3.317223215
3609,3609,houston,base,supermarket,all,5.829174,93.34424609,2.301183714
3610,3610,houston,base,supermarket,all,6.47686,95.10648732,1.762241234
3611,3611,houston,base,supermarket,all,7.124546,96.49342852,1.386941201
3612,3612,houston,base,supermarket,all,7.772232,97.45084801,0.957419488
3613,3613,houston,base,supermarket,all,8.419918,98.26844936,0.817601349
3614,3614,houston,base,supermarket,all,9.067604,98.9185475,0.650098144
3615,3615,houston,base,supermarket,all,9.71529,99.20255768,0.284010176
3616,3616,houston,base,supermarket,all,10.362976,99.41443518,0.211877504
3617,3617,houston,base,supermarket,all,11.010662,99.58491948,0.170484298
3618,3618,houston,base,supermarket,all,11.658348,99.65201851,0.067099023
3619,3619,houston,base,supermarket,all,12.306034,99.68818258,0.036164076
3620,3620,houston,base,supermarket,all,12.95372,99.75366888,0.065486301
3621,3621,houston,base,supermarket,all,13.601406,99.76598422,0.012315334
3622,3622,houston,base,supermarket,all,14.249092,99.79906946,0.033085243
3623,3623,houston,base,supermarket,all,14.896778,99.81656505,0.017495594
3650,3650,houston,base,supermarket,white,0.0,3.713826256,3.713826256
3651,3651,houston,base,supermarket,white,0.647686,18.90658322,15.19275697
3652,3652,houston,base,supermarket,white,1.295372,39.55594205,20.64935883
3653,3653,houston,base,supermarket,white,1.943058,57.54248021,17.98653816
3654,3654,houston,base,supermarket,white,2.590744,70.70336494,13.16088473
3655,3655,houston,base,supermarket,white,3.23843,79.62123251,8.917867569
3656,3656,houston,base,supermarket,white,3.886116,85.53662753,5.915395021
3657,3657,houston,base,supermarket,white,4.533802,89.68845546,4.151827926
3658,3658,houston,base,supermarket,white,5.181488,92.50898089,2.820525429
3659,3659,houston,base,supermarket,white,5.829174,94.3401419,1.831161011
3660,3660,houston,base,supermarket,white,6.47686,95.80244805,1.462306147
3661,3661,houston,base,supermarket,white,7.124546,96.97268119,1.170233141
3662,3662,houston,base,supermarket,white,7.772232,97.69766583,0.724984644
3663,3663,houston,base,supermarket,white,8.419918,98.27357289,0.575907061
3664,3664,houston,base,supermarket,white,9.067604,98.80914791,0.535575018
3665,3665,houston,base,supermarket,white,9.71529,99.09884844,0.289700534
3666,3666,houston,base,supermarket,white,10.362976,99.27178017,0.172931721
3667,3667,houston,base,supermarket,white,11.010662,99.39872904,0.126948879
3668,3668,houston,base,supermarket,white,11.658348,99.48711445,0.088385407
3669,3669,houston,base,supermarket,white,12.306034,99.54038726,0.053272805
3670,3670,houston,base,supermarket,white,12.95372,99.62670214,0.086314885
3671,3671,houston,base,supermarket,white,13.601406,99.6474505,0.020748356
3672,3672,houston,base,supermarket,white,14.249092,99.69740184,0.049951343
3673,3673,houston,base,supermarket,white,14.896778,99.72427549,0.02687365
3700,3700,houston,base,supermarket,american_indian,0.0,3.54428556,3.54428556
3701,3701,houston,base,supermarket,american_indian,0.647686,17.42607067,13.88178511
3702,3702,houston,base,supermarket,american_indian,1.295372,35.12948889,17.70341822
3703,3703,houston,base,supermarket,american_indian,1.943058,52.53394806,17.40445917
3704,3704,houston,base,supermarket,american_indian,2.590744,66.1780067,13.64405864
3705,3705,houston,base,supermarket,american_indian,3.23843,75.91038432,9.732377625
3706,3706,houston,base,supermarket,american_indian,3.886116,81.37088931,5.460504989
3707,3707,houston,base,supermarket,american_indian,4.533802,86.35954328,4.988653964
3708,3708,houston,base,supermarket,american_indian,5.181488,90.32885495,3.969311674
3709,3709,houston,base,supermarket,american_indian,5.829174,92.81777906,2.488924108
3710,3710,houston,base,supermarket,american_indian,6.47686,95.11940352,2.301624464
3711,3711,houston,base,supermarket,american_indian,7.124546,96.57097576,1.451572236
3712,3712,houston,base,supermarket,american_indian,7.772232,97.6227353,1.051759536
3713,3713,houston,base,supermarket,american_indian,8.419918,98.16302273,0.540287433
3714,3714,houston,base,supermarket,american_indian,9.067604,98.86539639,0.702373663
3715,3715,houston,base,supermarket,american_indian,9.71529,99.17516119,0.309764795
3716,3716,houston,base,supermarket,american_indian,10.362976,99.38407233,0.208911141
3717,3717,houston,base,supermarket,american_indian,11.010662,99.52814898,0.144076649
3718,3718,houston,base,supermarket,american_indian,11.658348,99.61099305,0.082844073
3719,3719,houston,base,supermarket,american_indian,12.306034,99.6217988,0.010805749
3720,3720,houston,base,supermarket,american_indian,12.95372,99.71905053,0.097251738
3721,3721,houston,base,supermarket,american_indian,13.601406,99.72265245,0.003601916
3722,3722,houston,base,supermarket,american_indian,14.249092,99.74426395,0.021611497
3723,3723,houston,base,supermarket,american_indian,14.896778,99.74426395,0.0
3750,3750,houston,base,supermarket,asian,0.0,4.41604224,4.41604224
3751,3751,houston,base,supermarket,asian,0.647686,21.82767397,17.41163173
3752,3752,houston,base,supermarket,asian,1.295372,46.39057511,24.56290114
3753,3753,houston,base,supermarket,asian,1.943058,66.103892,19.71331689
3754,3754,houston,base,supermarket,asian,2.590744,79.90886528,13.80497328
3755,3755,houston,base,supermarket,asian,3.23843,89.47761548,9.568750198
3756,3756,houston,base,supermarket,asian,3.886116,94.03948908,4.561873597
3757,3757,houston,base,supermarket,asian,4.533802,96.14673243,2.107243353
3758,3758,houston,base,supermarket,asian,5.181488,97.78367953,1.636947106
3759,3759,houston,base,supermarket,asian,5.829174,98.75430776,0.970628221
3760,3760,houston,base,supermarket,asian,6.47686,99.38031553,0.626007778
3761,3761,houston,base,supermarket,asian,7.124546,99.63166714,0.251351608
3762,3762,houston,base,supermarket,asian,7.772232,99.74509153,0.113424389
3763,3763,houston,base,supermarket,asian,8.419918,99.83322268,0.088131145
3764,3764,houston,base,supermarket,asian,9.067604,99.89882703,0.06560435
3765,3765,houston,base,supermarket,asian,9.71529,99.9260963,0.027269278
3766,3766,houston,base,supermarket,asian,10.362976,99.93874293,0.012646622
3767,3767,houston,base,supermarket,asian,11.010662,99.95217996,0.013437036
3768,3768,houston,base,supermarket,asian,11.658348,99.95652724,0.004347276
3769,3769,houston,base,supermarket,asian,12.306034,99.95850327,0.001976035
3770,3770,houston,base,supermarket,asian,12.95372,99.97075469,0.012251415
3771,3771,houston,base,supermarket,asian,13.601406,99.97194031,0.001185621
3772,3772,houston,base,supermarket,asian,14.249092,99.97510196,0.003161655
3773,3773,houston,base,supermarket,asian,14.896778,99.97589238,0.000790414
3800,3800,houston,base,supermarket,native_hawaiian,0.0,3.479125249,3.479125249
3801,3801,houston,base,supermarket,native_hawaiian,0.647686,17.39562624,13.91650099
3802,3802,houston,base,supermarket,native_hawaiian,1.295372,36.5805169,19.18489066
3803,3803,houston,base,supermarket,native_hawaiian,1.943058,55.20212061,18.62160371
3804,3804,houston,base,supermarket,native_hawaiian,2.590744,68.29025845,13.08813784
3805,3805,houston,base,supermarket,native_hawaiian,3.23843,76.93836978,8.648111332
3806,3806,houston,base,supermarket,native_hawaiian,3.886116,86.21603711,9.277667329
3807,3807,houston,base,supermarket,native_hawaiian,4.533802,89.99337309,3.777335984
3808,3808,houston,base,supermarket,native_hawaiian,5.181488,93.14115308,3.147779987
3809,3809,houston,base,supermarket,native_hawaiian,5.829174,94.83101392,1.689860835
3810,3810,houston,base,supermarket,native_hawaiian,6.47686,95.8250497,0.994035785
3811,3811,houston,base,supermarket,native_hawaiian,7.124546,97.38237243,1.55732273
3812,3812,houston,base,supermarket,native_hawaiian,7.772232,98.40954274,1.027170311
3813,3813,houston,base,supermarket,native_hawaiian,8.419918,99.07223327,0.662690524
3814,3814,houston,base,supermarket,native_hawaiian,9.067604,99.53611663,0.463883366
3815,3815,houston,base,supermarket,native_hawaiian,9.71529,99.56925116,0.033134526
3816,3816,houston,base,supermarket,native_hawaiian,10.362976,99.70178926,0.132538105
3817,3817,houston,base,supermarket,native_hawaiian,11.010662,99.73492379,0.033134526
3818,3818,houston,base,supermarket,native_hawaiian,11.658348,99.80119284,0.066269052
3819,3819,houston,base,supermarket,native_hawaiian,12.306034,99.83432737,0.033134526
3820,3820,houston,base,supermarket,native_hawaiian,12.95372,99.83432737,0.0
3821,3821,houston,base,supermarket,native_hawaiian,13.601406,99.83432737,0.0
3822,3822,houston,base,supermarket,native_hawaiian,14.249092,99.83432737,0.0
3823,3823,houston,base,supermarket,native_hawaiian,14.896778,99.83432737,0.0
3850,3850,houston,base,supermarket,latino,0.0,3.658422772,3.658422772
3851,3851,houston,base,supermarket,latino,0.647686,17.28735178,13.62892901
3852,3852,houston,base,supermarket,latino,1.295372,36.51195903,19.22460725
3853,3853,houston,base,supermarket,latino,1.943058,53.1371071,16.62514807
3854,3854,houston,base,supermarket,latino,2.590744,65.95941467,12.82230757
3855,3855,houston,base,supermarket,latino,3.23843,75.37612022,9.416705553
3856,3856,houston,base,supermarket,latino,3.886116,81.90028357,6.524163346
3857,3857,houston,base,supermarket,latino,4.533802,87.24673056,5.346446989
3858,3858,houston,base,supermarket,latino,5.181488,90.629958,3.383227443
3859,3859,houston,base,supermarket,latino,5.829174,93.04892494,2.418966941
3860,3860,houston,base,supermarket,latino,6.47686,95.26903335,2.220108403
3861,3861,houston,base,supermarket,latino,7.124546,96.84524451,1.576211159
3862,3862,houston,base,supermarket,latino,7.772232,97.88273089,1.03748639
3863,3863,houston,base,supermarket,latino,8.419918,98.60559723,0.722866339
3864,3864,houston,base,supermarket,latino,9.067604,99.18913098,0.583533747
3865,3865,houston,base,supermarket,latino,9.71529,99.48281226,0.293681276
3866,3866,houston,base,supermarket,latino,10.362976,99.65696304,0.174150783
3867,3867,houston,base,supermarket,latino,11.010662,99.77338263,0.116419589
3868,3868,houston,base,supermarket,latino,11.658348,99.82375534,0.05037271
3869,3869,houston,base,supermarket,latino,12.306034,99.84152339,0.017768046
3870,3870,houston,base,supermarket,latino,12.95372,99.8971607,0.055637316
3871,3871,houston,base,supermarket,latino,13.601406,99.8985965,0.001435802
3872,3872,houston,base,supermarket,latino,14.249092,99.91379207,0.015195568
3873,3873,houston,base,supermarket,latino,14.896778,99.91881738,0.005025306
3900,3900,houston,base,supermarket,african_american,0.0,2.600284722,2.600284722
3901,3901,houston,base,supermarket,african_american,0.647686,13.31593363,10.7156489
3902,3902,houston,base,supermarket,african_american,1.295372,28.73711141,15.42117778
3903,3903,houston,base,supermarket,african_american,1.943058,44.51161327,15.77450186
3904,3904,houston,base,supermarket,african_american,2.590744,56.13919937,11.6275861
3905,3905,houston,base,supermarket,african_american,3.23843,66.36806053,10.22886116
3906,3906,houston,base,supermarket,african_american,3.886116,73.66033434,7.292273808
3907,3907,houston,base,supermarket,african_american,4.533802,79.73518747,6.074853125
3908,3908,houston,base,supermarket,african_american,5.181488,85.01132184,5.276134377
3909,3909,houston,base,supermarket,african_american,5.829174,89.01845538,4.007133536
3910,3910,houston,base,supermarket,african_american,6.47686,91.66232534,2.643869956
3911,3911,houston,base,supermarket,african_american,7.124546,93.91005968,2.247734342
3912,3912,houston,base,supermarket,african_american,7.772232,95.71871792,1.808658245
3913,3913,houston,base,supermarket,african_american,8.419918,97.60203845,1.883320524
3914,3914,houston,base,supermarket,african_american,9.067604,98.7925085,1.19047005
3915,3915,houston,base,supermarket,african_american,9.71529,99.10933962,0.316831121
3916,3916,houston,base,supermarket,african_american,10.362976,99.51243856,0.403098936
3917,3917,houston,base,supermarket,african_american,11.010662,99.90870312,0.396264565
3918,3918,houston,base,supermarket,african_american,11.658348,99.93913541,0.030432293
3919,3919,houston,base,supermarket,african_american,12.306034,99.94803299,0.008897577
3920,3920,houston,base,supermarket,african_american,12.95372,99.95641477,0.008381776
3921,3921,houston,base,supermarket,african_american,13.601406,99.95731742,0.000902653
3922,3922,houston,base,supermarket,african_american,14.249092,99.96312019,0.005802768
3923,3923,houston,base,supermarket,african_american,14.896778,99.96479654,0.001676355
3950,3950,houston,base,primary_school,all,0.0,7.080144236,7.080144236
3951,3951,houston,base,primary_school,all,0.547852,27.4345082,20.35436397
3952,3952,houston,base,primary_school,all,1.095704,47.40377362,19.96926542
3953,3953,houston,base,primary_school,all,1.643556,61.59641428,14.19264066
3954,3954,houston,base,primary_school,all,2.191408,71.69828702,10.10187274
3955,3955,houston,base,primary_school,all,2.73926,78.96843927,7.270152248
3956,3956,houston,base,primary_school,all,3.287112,83.98972354,5.021284269
3957,3957,houston,base,primary_school,all,3.834964,87.87264576,3.882922224
3958,3958,houston,base,primary_school,all,4.382816,90.59714465,2.724498889
3959,3959,houston,base,primary_school,all,4.930668,92.90504804,2.30790339
3960,3960,houston,base,primary_school,all,5.47852,94.70731411,1.80226607
3961,3961,houston,base,primary_school,all,6.026372,96.23610157,1.52878746
3962,3962,houston,base,primary_school,all,6.574224,97.48696322,1.250861646
3963,3963,houston,base,primary_school,all,7.122076,98.25652499,0.769561772
3964,3964,houston,base,primary_school,all,7.669928,98.61545345,0.358928458
3965,3965,houston,base,primary_school,all,8.21778,98.87136316,0.255909711
3966,3966,houston,base,primary_school,all,8.765632,98.98571983,0.114356674
3967,3967,houston,base,primary_school,all,9.313484,99.16842172,0.182701891
3968,3968,houston,base,primary_school,all,9.861336,99.31561929,0.147197565
3969,3969,houston,base,primary_school,all,10.409188,99.47351947,0.157900177
3970,3970,houston,base,primary_school,all,10.95704,99.61182262,0.138303157
3971,3971,houston,base,primary_school,all,11.504892,99.68351546,0.071692838
3972,3972,houston,base,primary_school,all,12.052744,99.73175052,0.048235059
3973,3973,houston,base,primary_school,all,12.600596,99.74924611,0.017495594
3974,3974,houston,base,primary_school,all,13.148448,99.76329635,0.014050232
3975,3975,houston,base,primary_school,all,13.6963,99.78475044,0.021454094
3976,3976,houston,base,primary_school,all,14.244152,99.80324788,0.018497436
3977,3977,houston,base,primary_school,all,14.792004,99.80530043,0.002052556
4000,4000,houston,base,primary_school,white,0.0,7.061472072,7.061472072
4001,4001,houston,base,primary_school,white,0.547852,27.20355302,20.14208094
4002,4002,houston,base,primary_school,white,1.095704,46.39716235,19.19360933
4003,4003,houston,base,primary_school,white,1.643556,59.91447882,13.51731647
4004,4004,houston,base,primary_school,white,2.191408,69.72525899,9.810780173
4005,4005,houston,base,primary_school,white,2.73926,76.95306299,7.227804004
4006,4006,houston,base,primary_school,white,3.287112,82.09102015,5.137957154
4007,4007,houston,base,primary_school,white,3.834964,86.04783078,3.956810637
4008,4008,houston,base,primary_school,white,4.382816,88.79480955,2.746978763
4009,4009,houston,base,primary_school,white,4.930668,91.29030616,2.495496615
4010,4010,houston,base,primary_school,white,5.47852,93.37489043,2.084584274
4011,4011,houston,base,primary_school,white,6.026372,95.07716145,1.702271018
4012,4012,houston,base,primary_school,white,6.574224,96.62228848,1.545127027
4013,4013,houston,base,primary_school,white,7.122076,97.59728865,0.975000173
4014,4014,houston,base,primary_school,white,7.669928,98.08481031,0.487521654
4015,4015,houston,base,primary_school,white,8.21778,98.40725097,0.322440662
4016,4016,houston,base,primary_school,white,8.765632,98.56124604,0.153995072
4017,4017,houston,base,primary_school,white,9.313484,98.79857962,0.237333582
4018,4018,houston,base,primary_school,white,9.861336,98.98790298,0.189323353
4019,4019,houston,base,primary_school,white,10.409188,99.20207259,0.214169617
4020,4020,houston,base,primary_school,white,10.95704,99.39588208,0.193809484
4021,4021,houston,base,primary_school,white,11.504892,99.50695695,0.111074877
4022,4022,houston,base,primary_school,white,12.052744,99.57981345,0.072856492
4023,4023,houston,base,primary_school,white,12.600596,99.60405581,0.024242361
4024,4024,houston,base,primary_school,white,13.148448,99.62359636,0.019540551
4025,4025,houston,base,primary_school,white,13.6963,99.65939913,0.035802776
4026,4026,houston,base,primary_school,white,14.244152,99.68717864,0.027779503
4027,4027,houston,base,primary_school,white,14.792004,99.69080205,0.003623413
4050,4050,houston,base,primary_school,american_indian,0.0,7.935021431,7.935021431
4051,4051,houston,base,primary_school,american_indian,0.547852,30.40737672,22.47235529
4052,4052,houston,base,primary_school,american_indian,1.095704,51.59744984,21.19007312
4053,4053,houston,base,primary_school,american_indian,1.643556,64.5787559,12.98130605
4054,4054,houston,base,primary_school,american_indian,2.191408,73.85729208,9.278536181
4055,4055,houston,base,primary_school,american_indian,2.73926,81.42851997,7.571227893
4056,4056,houston,base,primary_school,american_indian,3.287112,86.38115477,4.952634802
4057,4057,houston,base,primary_school,american_indian,3.834964,89.58686021,3.205705435
4058,4058,houston,base,primary_school,american_indian,4.382816,91.73360228,2.146742067
4059,4059,houston,base,primary_school,american_indian,4.930668,93.91996542,2.186363145
4060,4060,houston,base,primary_school,american_indian,5.47852,95.51561431,1.595648885
4061,4061,houston,base,primary_school,american_indian,6.026372,96.69344091,1.177826604
4062,4062,houston,base,primary_school,american_indian,6.574224,97.6911717,0.997730793
4063,4063,houston,base,primary_school,american_indian,7.122076,98.21705147,0.525879768
4064,4064,houston,base,primary_school,american_indian,7.669928,98.54842776,0.331376292
4065,4065,houston,base,primary_school,american_indian,8.21778,98.75013507,0.201707308
4066,4066,houston,base,primary_school,american_indian,8.765632,98.87260022,0.122465151
4067,4067,houston,base,primary_school,american_indian,9.313484,99.08151136,0.208911141
4068,4068,houston,base,primary_school,american_indian,9.861336,99.16795735,0.086445989
4069,4069,houston,base,primary_school,american_indian,10.409188,99.33724742,0.169290062
4070,4070,houston,base,primary_school,american_indian,10.95704,99.57497389,0.23772647
4071,4071,houston,base,primary_school,american_indian,11.504892,99.65781796,0.082844073
4072,4072,houston,base,primary_school,american_indian,12.052744,99.68303137,0.025213414
4073,4073,houston,base,primary_school,american_indian,12.600596,99.68663329,0.003601916
4074,4074,houston,base,primary_school,american_indian,13.148448,99.71544862,0.02881533
4075,4075,houston,base,primary_school,american_indian,13.6963,99.73706012,0.021611497
4076,4076,houston,base,primary_school,american_indian,14.244152,99.74786586,0.010805749
4077,4077,houston,base,primary_school,american_indian,14.792004,99.74786586,0.0
4100,4100,houston,base,primary_school,asian,0.0,5.932056025,5.932056025
4101,4101,houston,base,primary_school,asian,0.547852,24.65656518,18.72450915
4102,4102,houston,base,primary_school,asian,1.095704,44.74493345,20.08836827
4103,4103,houston,base,primary_school,asian,1.643556,59.93273578,15.18780233
4104,4104,houston,base,primary_school,asian,2.191408,71.3557969,11.42306111
4105,4105,houston,base,primary_school,asian,2.73926,79.2429416,7.887144709
4106,4106,houston,base,primary_school,asian,3.287112,84.48654716,5.243605552
4107,4107,houston,base,primary_school,asian,3.834964,88.90930791,4.422760758
4108,4108,houston,base,primary_school,asian,4.382816,91.81882133,2.909513421
4109,4109,houston,base,primary_school,asian,4.930668,94.09442284,2.275601505
4110,4110,houston,base,primary_school,asian,5.47852,96.22379778,2.129374941
4111,4111,houston,base,primary_school,asian,6.026372,97.48371747,1.259919694
4112,4112,houston,base,primary_school,asian,6.574224,98.745218,1.261500522
4113,4113,houston,base,primary_school,asian,7.122076,99.42141705,0.676199058
4114,4114,houston,base,primary_school,asian,7.669928,99.60044579,0.179028739
4115,4115,houston,base,primary_school,asian,8.21778,99.81939043,0.218944639
4116,4116,houston,base,primary_school,asian,8.765632,99.84784533,0.028454899
4117,4117,houston,base,primary_school,asian,9.313484,99.86207278,0.014227449
4118,4118,houston,base,primary_school,asian,9.861336,99.90356951,0.041496728
4119,4119,houston,base,primary_school,asian,10.409188,99.92688672,0.023317209
4120,4120,houston,base,primary_school,asian,10.95704,99.95297038,0.026083657
4121,4121,houston,base,primary_school,asian,11.504892,99.95731765,0.004347276
4122,4122,houston,base,primary_school,asian,12.052744,99.96047931,0.003161655
4123,4123,houston,base,primary_school,asian,12.600596,99.97114989,0.010670587
4124,4124,houston,base,primary_school,asian,13.148448,99.97273072,0.001580828
4125,4125,houston,base,primary_school,asian,13.6963,99.97312593,0.000395207
4126,4126,houston,base,primary_school,asian,14.244152,99.97352114,0.000395207
4127,4127,houston,base,primary_school,asian,14.792004,99.97352114,0.0
4150,4150,houston,base,primary_school,native_hawaiian,0.0,5.400927767,5.400927767
4151,4151,houston,base,primary_school,native_hawaiian,0.547852,23.19416832,17.79324056
4152,4152,houston,base,primary_school,native_hawaiian,1.095704,40.68919814,17.49502982
4153,4153,houston,base,primary_school,native_hawaiian,1.643556,53.37972167,12.69052353
4154,4154,houston,base,primary_school,native_hawaiian,2.191408,65.50695825,12.12723658
4155,4155,houston,base,primary_school,native_hawaiian,2.73926,73.59178264,8.084824387
4156,4156,houston,base,primary_school,native_hawaiian,3.287112,78.95957588,5.367793241
4157,4157,houston,base,primary_school,native_hawaiian,3.834964,83.59840954,4.638833665
4158,4158,houston,base,primary_school,native_hawaiian,4.382816,87.44201458,3.843605036
4159,4159,houston,base,primary_school,native_hawaiian,4.930668,90.1259112,2.68389662
4160,4160,houston,base,primary_school,native_hawaiian,5.47852,92.47846256,2.352551359
4161,4161,houston,base,primary_school,native_hawaiian,6.026372,96.09012591,3.611663353
4162,4162,houston,base,primary_school,native_hawaiian,6.574224,97.94565938,1.855533466
4163,4163,houston,base,primary_school,native_hawaiian,7.122076,99.00596421,1.060304838
4164,4164,houston,base,primary_school,native_hawaiian,7.669928,99.40357853,0.397614314
4165,4165,houston,base,primary_school,native_hawaiian,8.21778,99.43671306,0.033134526
4166,4166,houston,base,primary_school,native_hawaiian,8.765632,99.46984758,0.033134526
4167,4167,houston,base,primary_school,native_hawaiian,9.313484,99.50298211,0.033134526
4168,4168,houston,base,primary_school,native_hawaiian,9.861336,99.66865474,0.165672631
4169,4169,houston,base,primary_school,native_hawaiian,10.409188,99.70178926,0.033134526
4170,4170,houston,base,primary_school,native_hawaiian,10.95704,99.73492379,0.033134526
4171,4171,houston,base,primary_school,native_hawaiian,11.504892,99.76805832,0.033134526
4172,4172,houston,base,primary_school,native_hawaiian,12.052744,99.80119284,0.033134526
4173,4173,houston,base,primary_school,native_hawaiian,12.600596,99.90059642,0.099403579
4174,4174,houston,base,primary_school,native_hawaiian,13.148448,99.90059642,0.0
4175,4175,houston,base,primary_school,native_hawaiian,13.6963,99.90059642,0.0
4176,4176,houston,base,primary_school,native_hawaiian,14.244152,99.90059642,0.0
4177,4177,houston,base,primary_school,native_hawaiian,14.792004,99.90059642,0.0
4200,4200,houston,base,primary_school,latino,0.0,8.79087548,8.79087548
4201,4201,houston,base,primary_school,latino,0.547852,32.63684985,23.84597437
4202,4202,houston,base,primary_school,latino,1.095704,53.56090791,20.92405805
4203,4203,houston,base,primary_school,latino,1.643556,67.88057719,14.31966929
4204,4204,houston,base,primary_school,latino,2.191408,77.43129091,9.550713713
4205,4205,houston,base,primary_school,latino,2.73926,83.91937973,6.488088828
4206,4206,houston,base,primary_school,latino,3.287112,87.92939445,4.010014717
4207,4207,houston,base,primary_school,latino,3.834964,91.0501693,3.120774854
4208,4208,houston,base,primary_school,latino,4.382816,93.31526616,2.265096857
4209,4209,houston,base,primary_school,latino,4.930668,95.16565562,1.850389461
4210,4210,houston,base,primary_school,latino,5.47852,96.50394247,1.338286849
4211,4211,houston,base,primary_school,latino,6.026372,97.74034722,1.236404753
4212,4212,houston,base,primary_school,latino,6.574224,98.55959175,0.819244529
4213,4213,houston,base,primary_school,latino,7.122076,99.01683478,0.457243021
4214,4214,houston,base,primary_school,latino,7.669928,99.21677016,0.199935389
4215,4215,houston,base,primary_school,latino,8.21778,99.37614415,0.15937399
4216,4216,houston,base,primary_school,latino,8.765632,99.43824258,0.062098424
4217,4217,houston,base,primary_school,latino,9.313484,99.56076433,0.122521746
4218,4218,houston,base,primary_school,latino,9.861336,99.67891884,0.118154516
4219,4219,houston,base,primary_school,latino,10.409188,99.77146823,0.092549386
4220,4220,houston,base,primary_school,latino,10.95704,99.86509446,0.093626237
4221,4221,houston,base,primary_school,latino,11.504892,99.8954856,0.030391136
4222,4222,houston,base,primary_school,latino,12.052744,99.9160056,0.02052
4223,4223,houston,base,primary_school,latino,12.600596,99.92635534,0.010349737
4224,4224,houston,base,primary_school,latino,13.148448,99.93383347,0.007478134
4225,4225,houston,base,primary_school,latino,13.6963,99.9391579,0.005324431
4226,4226,houston,base,primary_school,latino,14.244152,99.94807184,0.008913936
4227,4227,houston,base,primary_school,latino,14.792004,99.94867009,0.000598251
4250,4250,houston,base,primary_school,african_american,0.0,6.22946465,6.22946465
4251,4251,houston,base,primary_school,african_american,0.547852,24.97949689,18.75003224
4252,4252,houston,base,primary_school,african_american,1.095704,46.23748536,21.25798848
4253,4253,houston,base,primary_school,african_american,1.643556,62.04151687,15.80403151
4254,4254,houston,base,primary_school,african_american,2.191408,72.84111248,10.79959561
4255,4255,houston,base,primary_school,african_american,2.73926,80.71121301,7.87010053
4256,4256,houston,base,primary_school,african_american,3.287112,86.11758729,5.406374276
4257,4257,houston,base,primary_school,african_american,3.834964,90.18674596,4.069158676
4258,4258,houston,base,primary_school,african_american,4.382816,93.14499698,2.95825102
4259,4259,houston,base,primary_school,african_american,4.930668,95.25862291,2.11362593
4260,4260,houston,base,primary_school,african_american,5.47852,96.53484498,1.276222063
4261,4261,houston,base,primary_school,african_american,6.026372,97.92467234,1.389827361
4262,4262,houston,base,primary_school,african_american,6.574224,98.71745937,0.792787031
4263,4263,houston,base,primary_school,african_american,7.122076,99.20901827,0.491558907
4264,4264,houston,base,primary_school,african_american,7.669928,99.3971569,0.188138627
4265,4265,houston,base,primary_school,african_american,8.21778,99.54570776,0.148550855
4266,4266,houston,base,primary_school,african_american,8.765632,99.62191744,0.076209684
4267,4267,houston,base,primary_school,african_american,9.313484,99.73384638,0.111928943
4268,4268,houston,base,primary_school,african_american,9.861336,99.82063,0.086783616
4269,4269,houston,base,primary_school,african_american,10.409188,99.91373219,0.093102185
4270,4270,houston,base,primary_school,african_american,10.95704,99.94506713,0.031334946
4271,4271,houston,base,primary_school,african_american,11.504892,99.95486736,0.00980023
4272,4272,houston,base,primary_school,african_american,12.052744,99.96286229,0.007994925
4273,4273,houston,base,primary_school,african_american,12.600596,99.96492549,0.002063206
4274,4274,houston,base,primary_school,african_american,13.148448,99.96995456,0.005029065
4275,4275,houston,base,primary_school,african_american,13.6963,99.97253357,0.002579008
4276,4276,houston,base,primary_school,african_american,14.244152,99.97408097,0.001547405
4277,4277,houston,base,primary_school,african_american,14.792004,99.97408097,0.0
4300,4300,houston,base,medical_clinic,all,0.0,1.70677336,1.70677336
4301,4301,houston,base,medical_clinic,all,0.66886,8.345080549,6.638307189
4302,4302,houston,base,medical_clinic,all,1.33772,17.44975331,9.104672765
4303,4303,houston,base,medical_clinic,all,2.00658,25.99449378,8.54474046
4304,4304,houston,base,medical_clinic,all,2.67544,34.2662932,8.271799424
4305,4305,houston,base,medical_clinic,all,3.3443,41.93815992,7.671866719
4306,4306,houston,base,medical_clinic,all,4.01316,48.65312029,6.71496037
4307,4307,houston,base,medical_clinic,all,4.68202,55.44397635,6.79085606
4308,4308,houston,base,medical_clinic,all,5.35088,60.72637502,5.282398675
4309,4309,houston,base,medical_clinic,all,6.01974,65.54118196,4.814806941
4310,4310,houston,base,medical_clinic,all,6.6886,70.71249828,5.171316316
4311,4311,houston,base,medical_clinic,all,7.35746,75.01682973,4.304331455
4312,4312,houston,base,medical_clinic,all,8.02632,78.56178889,3.544959155
4313,4313,houston,base,medical_clinic,all,8.69518,81.62388432,3.06209543
4314,4314,houston,base,medical_clinic,all,9.36404,84.6207378,2.996853481
4315,4315,houston,base,medical_clinic,all,10.0329,87.05888074,2.438142936
4316,4316,houston,base,medical_clinic,all,10.70176,89.05403817,1.995157435
